applicant_id,jurisdiction,region,age_group,employment_status,annual_income,debt_to_income,credit_history_years,missed_payments_12m,credit_utilization,existing_customer,customer_tenure_years,spending_volatility,requested_credit_limit,synthetic_group_proxy,prob_good_repayment,good_repayment_12m,policy_score,approval_decision
APP-00191,US,US_South,45-54,Self-employed,54496,0.194,15,1,0.369,1,9.1,0.226,4500,Group_A,0.9727,1,0.5404,Manual Review
APP-00192,EU,EU_North,45-54,Self-employed,119412,0.18,12.5,0,0.595,1,11.7,0.574,15700,Group_C,0.99,1,0.693,Approved
APP-00193,EU,EU_West,35-44,Part-time,45207,0.573,3.4,1,0.585,0,0,0.701,4600,Group_B,0.4195,0,0.12,Declined
APP-00194,EU,EU_West,45-54,Student,27993,0.205,11.6,1,0.683,0,0,0.433,6000,Group_B,0.6876,1,0.3456,Declined
APP-00195,US,US_West,35-44,Self-employed,83980,0.598,10.7,2,0.334,1,10.5,0.508,11700,Group_A,0.7087,0,0.3363,Declined
APP-00196,US,US_West,25-34,Full-time,244239,0.176,10,0,0.263,0,0,0.141,30000,Group_A,0.99,1,0.7266,Approved
APP-00197,EU,EU_South,18-24,Full-time,85733,0.435,4,1,0.433,0,0,0.642,13900,Group_A,0.749,1,0.5114,Manual Review
APP-00198,EU,EU_West,25-34,Part-time,73519,0.435,6.2,1,0.561,1,8.4,0.265,6900,Group_C,0.841,1,0.5126,Manual Review
APP-00199,EU,EU_South,35-44,Full-time,109804,0.261,10.1,1,0.645,0,0,0.257,17000,Group_A,0.8873,1,0.5473,Manual Review
APP-00200,EU,EU_West,35-44,Full-time,97283,0.468,9.7,2,0.382,1,11.8,0.625,10200,Group_A,0.8664,1,0.4605,Declined
APP-00201,EU,EU_West,45-54,Self-employed,27760,0.24,18.1,1,0.471,0,0,0.393,3500,Group_C,0.8673,1,0.4824,Manual Review
APP-00202,US,US_West,25-34,Full-time,54932,0.376,6.9,2,0.395,0,0,0.234,6400,Group_A,0.6043,1,0.3545,Declined
APP-00203,US,US_South,25-34,Student,26114,0.417,1.9,3,0.481,0,0,0.597,2600,Group_A,0.0978,0,0.0057,Declined
APP-00204,EU,EU_North,55+,Self-employed,32364,0.291,19.5,1,0.728,1,6.9,0.912,9700,Group_A,0.7137,0,0.3903,Declined
APP-00205,EU,EU_South,18-24,Full-time,25399,0.239,0,1,0.509,0,0,0.352,4000,Group_B,0.4845,0,0.2176,Declined
APP-00206,US,US_West,35-44,Unemployed,13519,0.178,8.8,2,0.612,1,7.3,0.625,2700,Group_C,0.138,0,0.0759,Declined
APP-00207,US,US_East,35-44,Full-time,88717,0.218,12.2,0,0.646,1,6.9,0.336,6800,Group_A,0.9557,1,0.6075,Approved
APP-00208,EU,EU_West,35-44,Full-time,121772,0.399,9.8,0,0.288,1,10.5,0.524,20100,Group_C,0.99,1,0.5394,Manual Review
APP-00209,US,US_West,18-24,Full-time,83949,0.204,2.3,1,0.316,0,0,0.341,14500,Group_A,0.9114,1,0.5232,Manual Review
APP-00210,US,US_East,18-24,Full-time,57387,0.293,4.4,1,0.489,0,0,0.815,8300,Group_C,0.753,1,0.4162,Declined
APP-00211,US,US_East,18-24,Full-time,27716,0.157,0,0,0.467,0,0,0.07,2800,Group_B,0.4795,1,0.2086,Declined
APP-00212,EU,EU_South,35-44,Full-time,31711,0.079,12.9,0,0.793,0,0,0.374,500,Group_B,0.8441,1,0.5103,Manual Review
APP-00213,EU,EU_West,35-44,Full-time,40940,0.179,9.5,0,0.722,1,7.1,0.083,2700,Group_A,0.905,1,0.4715,Declined
APP-00214,US,US_Midwest,25-34,Full-time,39315,0.4,5.7,0,0.549,1,6.2,0.334,9200,Group_C,0.8381,1,0.4761,Declined
APP-00215,EU,EU_North,35-44,Part-time,31748,0.424,8.2,1,0.202,0,0,0.452,8700,Group_B,0.7645,1,0.3898,Declined
APP-00216,US,US_Midwest,45-54,Part-time,55792,0.202,16.3,0,0.183,0,0,0.422,7300,Group_A,0.9707,1,0.6039,Approved
APP-00217,US,US_Midwest,18-24,Full-time,27090,0.105,1.3,0,0.508,1,2.4,0.163,3200,Group_B,0.7541,0,0.3963,Declined
APP-00218,EU,EU_West,35-44,Full-time,105134,0.455,12,2,0.566,1,8.7,0.558,4900,Group_A,0.8837,1,0.5607,Manual Review
APP-00219,EU,EU_West,35-44,Full-time,75882,0.249,8.3,0,0.664,0,0,0.192,12000,Group_C,0.9677,1,0.5648,Manual Review
APP-00220,EU,EU_South,25-34,Full-time,74918,0.262,4,2,0.166,0,0,0.244,6600,Group_A,0.8114,1,0.4391,Declined
APP-00221,EU,EU_Central,25-34,Part-time,65357,0.521,9.8,1,0.57,0,0,0.382,8500,Group_B,0.5212,0,0.2494,Declined
APP-00222,EU,EU_West,35-44,Self-employed,48455,0.027,9.9,0,0.269,1,7.7,0.556,3400,Group_A,0.9446,1,0.5518,Manual Review
APP-00223,US,US_East,55+,Full-time,99499,0.166,22.5,2,0.239,0,0,0.167,16900,Group_A,0.99,1,0.6405,Approved
APP-00224,US,US_South,45-54,Full-time,95155,0.076,12.5,1,0.063,1,8.8,0.768,18000,Group_A,0.9713,1,0.585,Approved
APP-00225,US,US_West,35-44,Full-time,77683,0.08,10.4,1,0.193,0,0,0.207,15500,Group_A,0.9524,1,0.5791,Manual Review
APP-00226,US,US_Midwest,45-54,Self-employed,130215,0.218,15.7,0,0.699,1,7.7,0.384,24100,Group_A,0.9833,1,0.6618,Approved
APP-00227,EU,EU_North,25-34,Full-time,110742,0.225,7.5,1,0.441,0,0,0.405,8000,Group_A,0.974,1,0.6257,Approved
APP-00228,US,US_East,35-44,Unemployed,19334,0.597,2.8,2,0.525,0,0,0.619,3100,Group_B,0.1263,0,0,Declined
APP-00229,EU,EU_South,35-44,Part-time,52063,0.469,11.4,1,0.662,0,0,0.755,5200,Group_A,0.7216,1,0.2957,Declined
APP-00230,EU,EU_North,25-34,Full-time,84622,0.13,4,1,0.421,1,5.6,0.486,14700,Group_A,0.9744,1,0.5303,Manual Review
APP-00231,EU,EU_West,35-44,Full-time,66902,0.376,9.5,1,0.282,0,0,0.24,4800,Group_B,0.7332,0,0.3433,Declined
APP-00232,US,US_West,35-44,Student,51063,0.273,8.7,2,0.329,1,10.2,0.438,4900,Group_A,0.6817,0,0.321,Declined
APP-00233,EU,EU_South,25-34,Full-time,78980,0.42,3.6,0,0.528,0,0,0.449,12900,Group_C,0.7961,1,0.4347,Declined
APP-00234,US,US_Midwest,55+,Full-time,175456,0.388,19.4,0,0.475,0,0,0.164,11700,Group_C,0.99,1,0.6542,Approved
APP-00235,US,US_East,18-24,Full-time,21475,0.144,0,0,0.52,0,0,0.243,900,Group_B,0.7541,1,0.3048,Declined
APP-00236,EU,EU_North,25-34,Part-time,37027,0.419,3.3,1,0.624,1,4.6,0.318,4500,Group_B,0.4434,0,0.2283,Declined
APP-00237,US,US_South,18-24,Self-employed,28886,0.147,0,2,0.176,0,0,0.446,8100,Group_C,0.4206,1,0.1907,Declined
APP-00238,US,US_South,45-54,Self-employed,114740,0.307,12,1,0.271,0,0,0.246,12000,Group_A,0.9826,1,0.5804,Approved
APP-00239,EU,EU_South,35-44,Student,18955,0.847,13.2,1,0.513,1,7.8,0.419,5100,Group_A,0.4586,1,0.218,Declined
APP-00240,US,US_East,25-34,Student,37886,0.245,3.6,0,0.423,1,6.4,0.42,7500,Group_A,0.8076,1,0.4408,Declined
APP-00241,EU,EU_South,35-44,Student,24770,0.433,8.4,0,0.284,0,0,0.331,5700,Group_B,0.3257,0,0.1574,Declined
APP-00242,EU,EU_South,25-34,Full-time,53585,0.246,8.2,1,0.212,0,0,0.14,14400,Group_A,0.9447,1,0.516,Manual Review
APP-00243,EU,EU_West,45-54,Full-time,41856,0.23,12.4,0,0.417,0,0,0.406,10600,Group_B,0.9094,1,0.5381,Manual Review
APP-00244,US,US_West,35-44,Part-time,42784,0.46,8.2,1,0.403,1,10.3,0.583,7900,Group_C,0.6678,0,0.322,Declined
APP-00245,US,US_West,25-34,Part-time,70981,0.789,6,2,0.89,1,7.3,0.568,6300,Group_C,0.2273,0,0.0205,Declined
APP-00246,EU,EU_South,55+,Self-employed,74398,0.239,23.5,2,0.178,0,0,0.363,9500,Group_A,0.9417,1,0.5498,Manual Review
APP-00247,US,US_East,25-34,Full-time,98899,0.167,3.9,0,0.77,1,8.1,0.318,19100,Group_A,0.9258,1,0.5584,Manual Review
APP-00248,EU,EU_South,25-34,Part-time,82752,0.659,4,3,0.386,0,0,0.348,6700,Group_B,0.1648,0,0.1045,Declined
APP-00249,EU,EU_Central,35-44,Part-time,53330,0.385,5,0,0.586,1,6.2,0.6,2900,Group_B,0.633,0,0.3253,Declined
APP-00250,EU,EU_South,55+,Full-time,64089,0.283,20.1,3,0.821,0,0,0.55,5600,Group_A,0.5769,1,0.2947,Declined
APP-00251,US,US_South,25-34,Full-time,92011,0.061,6.6,0,0.222,1,6,0.212,18400,Group_A,0.9836,1,0.6409,Approved
APP-00252,US,US_South,18-24,Full-time,37272,0.186,0,0,0.525,0,0,0.462,6400,Group_C,0.5387,1,0.285,Declined
APP-00253,EU,EU_West,25-34,Full-time,49801,0.103,3.3,1,0.239,1,5.2,0.103,7900,Group_B,0.9388,1,0.5075,Manual Review
APP-00254,US,US_Midwest,35-44,Full-time,38173,0.225,5.7,2,0.442,1,6.2,0.88,5900,Group_B,0.3831,1,0.2299,Declined
APP-00255,US,US_West,25-34,Full-time,105580,0.169,5.7,0,0.495,1,6.6,0.282,21900,Group_C,0.9892,1,0.5632,Manual Review
APP-00256,EU,EU_Central,35-44,Full-time,63585,0.324,11.1,1,0.575,1,8.2,0.267,8800,Group_B,0.9434,1,0.4636,Declined
APP-00257,EU,EU_West,55+,Self-employed,81671,0.451,18.6,2,0.223,0,0,0.47,6400,Group_A,0.8227,1,0.4922,Manual Review
APP-00258,EU,EU_Central,35-44,Self-employed,51705,0.365,9.6,1,0.295,0,0,0.749,6600,Group_A,0.7299,0,0.4459,Declined
APP-00259,EU,EU_South,25-34,Part-time,56801,0.106,7.6,1,0.113,1,7,0.608,5500,Group_A,0.8495,1,0.5096,Manual Review
APP-00260,US,US_South,25-34,Full-time,52920,0.108,9.2,1,0.323,1,8,0.301,7100,Group_A,0.9553,1,0.5025,Manual Review
APP-00261,EU,EU_West,18-24,Full-time,40116,0.23,0,0,0.847,0,0,0.234,5600,Group_B,0.8594,1,0.3936,Declined
APP-00262,EU,EU_West,45-54,Student,51794,0.404,13.4,4,0.795,0,0,0.291,11900,Group_B,0.5635,1,0.3056,Declined
APP-00263,US,US_South,25-34,Full-time,99335,0.028,6.1,0,0.294,1,4.3,0.448,14900,Group_C,0.9734,1,0.6097,Approved
APP-00264,US,US_East,25-34,Unemployed,28889,0.596,6.3,2,0.354,0,0,0.739,6200,Group_A,0.2019,0,0.049,Declined
APP-00265,EU,EU_Central,35-44,Part-time,21374,0.294,3.4,1,0.838,0,0,0.502,4100,Group_B,0.5754,1,0.2338,Declined
APP-00266,EU,EU_West,35-44,Full-time,260000,0.189,9.9,0,0.783,1,7.2,0.384,30000,Group_B,0.99,1,0.7201,Approved
APP-00267,EU,EU_South,35-44,Unemployed,64939,0.498,12.1,3,0.411,0,0,0.419,4400,Group_B,0.6495,0,0.3791,Declined
APP-00268,EU,EU_North,18-24,Full-time,59189,0.103,0.6,1,0.177,0,0,0.263,14800,Group_B,0.9063,1,0.4535,Declined
APP-00269,US,US_Midwest,45-54,Full-time,68228,0.055,13.7,0,0.305,1,3.8,0.485,11200,Group_A,0.9796,1,0.6407,Approved
APP-00270,US,US_Midwest,55+,Self-employed,71496,0.298,19.9,1,0.207,0,0,0.512,18900,Group_A,0.9477,1,0.6058,Approved
APP-00271,EU,EU_West,35-44,Full-time,70680,0.24,14.9,0,0.315,1,6.5,0.45,14400,Group_A,0.9428,1,0.6331,Approved
APP-00272,EU,EU_West,55+,Student,63279,0.516,23,1,0.236,1,8.2,0.523,13300,Group_A,0.8939,1,0.5336,Manual Review
APP-00273,EU,EU_West,25-34,Full-time,83912,0.03,7.9,0,0.166,1,8.6,0.363,15600,Group_A,0.9728,1,0.6493,Approved
APP-00274,EU,EU_South,35-44,Full-time,53155,0.561,9.6,1,0.421,1,8.3,0.746,9600,Group_B,0.6972,1,0.3747,Declined
APP-00275,US,US_Midwest,35-44,Self-employed,62234,0.297,8.5,2,0.649,1,4.6,0.33,8700,Group_C,0.7765,1,0.3581,Declined
APP-00276,US,US_South,35-44,Self-employed,114393,0.279,8.4,1,0.436,1,8.1,0.484,14700,Group_B,0.9589,1,0.6059,Approved
APP-00277,EU,EU_North,25-34,Full-time,128389,0.273,4.1,0,0.341,1,5,0.457,27800,Group_B,0.9825,1,0.6211,Approved
APP-00278,EU,EU_North,25-34,Full-time,148323,0.543,7.7,1,0.403,0,0,0.442,27700,Group_A,0.9721,1,0.5437,Manual Review
APP-00279,EU,EU_North,25-34,Part-time,55005,0.377,7.6,0,0.829,0,0,0.287,6200,Group_B,0.6595,1,0.3344,Declined
APP-00280,EU,EU_West,25-34,Full-time,66551,0.319,9,0,0.278,1,5.9,0.295,8800,Group_A,0.9666,1,0.6387,Approved
APP-00281,EU,EU_West,25-34,Part-time,12000,0.155,3.4,3,0.089,1,4.9,0.481,2100,Group_A,0.6357,1,0.3052,Declined
APP-00282,US,US_South,45-54,Full-time,109455,0.156,16.5,0,0.573,1,4,0.34,7800,Group_A,0.99,1,0.6445,Approved
APP-00283,US,US_South,25-34,Part-time,46645,0.476,8.1,0,0.427,1,9.7,0.288,2900,Group_A,0.7537,1,0.349,Declined
APP-00284,US,US_West,18-24,Self-employed,49609,0.17,3.9,0,0.278,0,0,0.34,5700,Group_A,0.9175,1,0.4903,Manual Review
APP-00285,EU,EU_South,35-44,Full-time,92477,0.392,9.6,1,0.331,1,7.5,0.296,20100,Group_A,0.9622,1,0.5854,Approved
APP-00286,US,US_South,35-44,Full-time,49694,0.183,17.4,0,0.406,0,0,0.277,3700,Group_A,0.9699,1,0.587,Approved
APP-00287,US,US_West,45-54,Student,49935,0.703,12.2,0,0.738,0,0,0.41,6000,Group_C,0.7863,1,0.3715,Declined
APP-00288,US,US_East,35-44,Full-time,119965,0.537,8.6,0,0.7,1,9.6,0.306,23900,Group_A,0.9747,1,0.607,Approved
APP-00289,US,US_East,25-34,Unemployed,39663,0.497,7,2,0.575,0,0,0.554,6900,Group_A,0.5119,1,0.1854,Declined
APP-00290,EU,EU_North,45-54,Full-time,146606,0.067,20.7,0,0.583,1,5.9,0.607,13200,Group_A,0.99,1,0.6578,Approved
APP-00291,US,US_South,35-44,Full-time,99276,0.08,7,0,0.188,1,9.3,0.271,21100,Group_B,0.9839,1,0.6305,Approved
APP-00292,US,US_Midwest,18-24,Full-time,42421,0.05,1.9,2,0.045,0,0,0.436,10300,Group_A,0.8821,1,0.4626,Declined
APP-00293,EU,EU_West,35-44,Unemployed,34211,0.283,13.4,1,0.737,1,8,0.465,3300,Group_A,0.5407,1,0.2926,Declined
APP-00294,US,US_East,55+,Full-time,85862,0.415,21,1,0.391,1,6.5,0.276,16800,Group_A,0.99,1,0.6386,Approved
APP-00295,US,US_South,25-34,Student,34029,0.21,5.8,2,0.608,0,0,0.431,7400,Group_A,0.679,1,0.3277,Declined
APP-00296,US,US_South,25-34,Student,50802,0.406,7.7,1,0.232,1,11.3,0.413,12000,Group_A,0.8138,0,0.4151,Declined
APP-00297,EU,EU_South,25-34,Full-time,99613,0.174,7.1,0,0.403,0,0,0.377,9700,Group_A,0.9841,1,0.5724,Manual Review
APP-00298,US,US_Midwest,25-34,Full-time,189891,0.3,8.8,3,0.282,0,0,0.218,24400,Group_A,0.99,1,0.5239,Manual Review
APP-00299,EU,EU_West,25-34,Part-time,126001,0.313,9.3,1,0.429,0,0,0.517,20300,Group_A,0.886,1,0.5735,Manual Review
APP-00300,US,US_South,35-44,Full-time,93554,0.16,11.7,2,0.461,1,7.1,0.481,12400,Group_A,0.9226,1,0.555,Manual Review
APP-00301,US,US_South,18-24,Part-time,12000,0.181,0.9,1,0.529,0,0,0.489,3100,Group_B,0.432,1,0.174,Declined
APP-00302,US,US_West,55+,Full-time,120504,0.261,19.3,1,0.363,0,0,0.291,11300,Group_B,0.989,1,0.5642,Manual Review
APP-00303,US,US_South,45-54,Full-time,75085,0.278,17.1,2,0.246,0,0,0.325,10300,Group_A,0.9714,1,0.6268,Approved
APP-00304,EU,EU_West,35-44,Part-time,39400,0.282,11.1,1,0.359,1,9.8,0.229,4900,Group_A,0.8766,1,0.4655,Declined
APP-00305,EU,EU_West,45-54,Full-time,74701,0.094,15,0,0.68,0,0,0.243,6700,Group_C,0.9303,1,0.5736,Manual Review
APP-00306,EU,EU_West,18-24,Full-time,41728,0.145,5.1,0,0.397,0,0,0.269,8900,Group_A,0.8217,1,0.4516,Declined
APP-00307,US,US_East,35-44,Full-time,118893,0.521,14.3,1,0.252,1,5.1,0.558,15400,Group_A,0.9814,1,0.5268,Manual Review
APP-00308,US,US_West,35-44,Full-time,37500,0.338,5.5,1,0.348,0,0,0.272,4900,Group_B,0.4289,0,0.2623,Declined
APP-00309,EU,EU_North,45-54,Full-time,58957,0.208,16,3,0.433,0,0,0.483,11900,Group_A,0.6577,0,0.4226,Declined
APP-00310,US,US_Midwest,45-54,Part-time,69962,0.162,14.5,1,0.638,0,0,0.419,10300,Group_A,0.8749,0,0.5352,Manual Review
APP-00311,US,US_West,25-34,Full-time,98689,0.361,5.8,0,0.805,1,2.7,0.419,16700,Group_A,0.9555,1,0.5258,Manual Review
APP-00312,US,US_West,55+,Full-time,102661,0.399,20.9,0,0.603,1,9.3,0.79,7700,Group_C,0.979,1,0.5451,Manual Review
APP-00313,US,US_East,25-34,Self-employed,47775,0.485,8,1,0.368,1,7.8,0.669,1700,Group_A,0.7677,1,0.4321,Declined
APP-00314,EU,EU_South,45-54,Full-time,51674,0.288,13.6,0,0.284,1,8,0.394,10500,Group_B,0.9524,1,0.6429,Approved
APP-00315,EU,EU_North,55+,Full-time,61237,0.623,15.8,3,0.543,0,0,0.221,12900,Group_C,0.6135,1,0.3104,Declined
APP-00316,EU,EU_West,25-34,Student,36114,0.475,4.4,1,0.485,0,0,0.355,5300,Group_A,0.3414,0,0.1395,Declined
APP-00317,US,US_South,45-54,Part-time,116978,0.242,18,0,0.289,0,0,0.307,20200,Group_A,0.99,1,0.5958,Approved
APP-00318,US,US_South,18-24,Full-time,20304,0.111,0,0,0.127,0,0,0.238,1900,Group_A,0.6252,1,0.2538,Declined
APP-00319,US,US_South,25-34,Self-employed,61642,0.228,9.1,0,0.49,0,0,0.484,9400,Group_A,0.8689,1,0.4754,Declined
APP-00320,US,US_West,35-44,Full-time,49551,0.203,12.1,0,0.27,1,9.7,0.16,5200,Group_A,0.9824,1,0.6335,Approved
APP-00321,US,US_East,35-44,Self-employed,36570,0.194,12.9,1,0.491,0,0,0.531,8200,Group_C,0.7042,1,0.4444,Declined
APP-00322,EU,EU_South,55+,Full-time,106723,0.507,18.4,0,0.566,0,0,0.307,14600,Group_B,0.923,1,0.546,Manual Review
APP-00323,EU,EU_West,35-44,Full-time,96656,0.18,4.3,1,0.638,0,0,0.272,11100,Group_B,0.7255,1,0.4213,Declined
APP-00324,US,US_West,35-44,Full-time,110492,0.265,11.9,1,0.798,1,5.3,0.276,19000,Group_A,0.9769,1,0.508,Manual Review
APP-00325,EU,EU_West,45-54,Full-time,121465,0.461,16.6,3,0.264,0,0,0.329,7800,Group_B,0.9644,1,0.5862,Approved
APP-00326,EU,EU_Central,55+,Full-time,61983,0.212,22,0,0.221,1,5.6,0.314,6800,Group_C,0.9829,1,0.5991,Approved
APP-00327,EU,EU_West,18-24,Unemployed,13771,0.48,0,6,0.822,0,0,0.857,4000,Group_B,0.01,0,0,Declined
APP-00328,EU,EU_Central,55+,Full-time,220370,0.461,21.2,0,0.663,1,9.4,0.519,30000,Group_A,0.99,1,0.6596,Approved
APP-00329,US,US_South,18-24,Full-time,38267,0.093,0,0,0.17,0,0,0.296,6900,Group_B,0.9238,1,0.5,Manual Review
APP-00330,US,US_West,45-54,Full-time,133300,0.121,14.2,2,0.713,0,0,0.292,29300,Group_A,0.9495,1,0.6189,Approved
APP-00331,US,US_South,25-34,Full-time,74778,0.427,8.6,2,0.241,0,0,0.182,6800,Group_A,0.9091,1,0.5828,Approved
APP-00332,EU,EU_South,25-34,Self-employed,29635,0.044,3.9,0,0.124,0,0,0.371,2400,Group_A,0.6669,1,0.3796,Declined
APP-00333,US,US_South,25-34,Full-time,24902,0.457,2.3,3,0.42,0,0,0.282,6400,Group_B,0.1469,0,0.0609,Declined
APP-00334,US,US_West,35-44,Full-time,58296,0.728,6.4,3,0.781,1,6.3,0.408,10800,Group_B,0.3508,0,0.0478,Declined
APP-00335,US,US_South,25-34,Full-time,119928,0.02,3.2,0,0.25,0,0,0.669,16600,Group_A,0.989,1,0.6123,Approved
APP-00336,US,US_West,18-24,Part-time,45541,0.198,2.8,1,0.463,0,0,0.625,10000,Group_A,0.8082,1,0.3695,Declined
APP-00337,EU,EU_Central,35-44,Full-time,136188,0.452,13.6,1,0.209,1,6.4,0.481,16300,Group_A,0.99,1,0.6035,Approved
APP-00338,EU,EU_North,55+,Full-time,52855,0.14,20.6,0,0.81,1,10.1,0.167,10300,Group_A,0.99,1,0.6015,Approved
APP-00339,US,US_West,25-34,Full-time,154283,0.173,3.2,0,0.28,0,0,0.12,24400,Group_A,0.99,1,0.6673,Approved
APP-00340,US,US_South,25-34,Full-time,48301,0.344,8.3,1,0.538,1,5.3,0.269,4400,Group_A,0.7565,1,0.3619,Declined
APP-00341,US,US_South,35-44,Full-time,83250,0.287,12.5,2,0.428,1,7.4,0.167,19000,Group_B,0.9716,1,0.5753,Manual Review
APP-00342,US,US_Midwest,18-24,Self-employed,46364,0.17,1.1,2,0.397,0,0,0.538,7200,Group_A,0.7605,0,0.4396,Declined
APP-00343,US,US_East,45-54,Self-employed,80848,0.24,14.9,0,0.228,1,5.3,0.587,6400,Group_A,0.9854,1,0.6503,Approved
APP-00344,US,US_West,45-54,Part-time,109496,0.138,17.1,1,0.109,0,0,0.723,11500,Group_A,0.9863,1,0.6572,Approved
APP-00345,US,US_South,35-44,Full-time,61339,0.028,13.6,0,0.202,0,0,0.35,14400,Group_C,0.9894,1,0.5907,Approved
APP-00346,EU,EU_South,25-34,Full-time,34046,0.33,3.2,2,0.552,1,7.8,0.236,4600,Group_B,0.6491,1,0.2718,Declined
APP-00347,EU,EU_Central,45-54,Full-time,80977,0.241,10.9,0,0.285,0,0,0.256,12800,Group_B,0.9629,1,0.5424,Manual Review
APP-00348,US,US_East,35-44,Unemployed,29504,0.184,12.4,3,0.558,0,0,0.525,7100,Group_A,0.5412,0,0.2738,Declined
APP-00349,US,US_West,45-54,Self-employed,260000,0.237,15.6,1,0.573,1,10.6,0.606,30000,Group_B,0.99,1,0.668,Approved
APP-00350,EU,EU_South,35-44,Self-employed,111738,0.134,11,2,0.116,1,6.5,0.517,19200,Group_A,0.9854,1,0.6465,Approved
APP-00351,US,US_South,45-54,Full-time,66751,0.477,12.6,3,0.418,1,8.3,0.474,6500,Group_B,0.7542,1,0.4097,Declined
APP-00352,EU,EU_West,35-44,Full-time,52377,0.069,12.2,1,0.434,1,5.3,0.076,8500,Group_C,0.9732,1,0.5716,Manual Review
APP-00353,EU,EU_Central,25-34,Full-time,26813,0.436,5.5,2,0.334,1,5.4,0.495,2500,Group_B,0.665,1,0.2442,Declined
APP-00354,US,US_Midwest,55+,Full-time,48491,0.193,18.3,1,0.659,1,5.3,0.583,10800,Group_C,0.9314,1,0.5302,Manual Review
APP-00355,US,US_East,35-44,Student,34636,0.403,8.9,1,0.404,0,0,0.49,4400,Group_B,0.4598,1,0.2089,Declined
APP-00356,EU,EU_West,35-44,Unemployed,67137,0.453,8,1,0.211,0,0,0.381,9300,Group_A,0.851,1,0.5589,Manual Review
APP-00357,US,US_West,25-34,Full-time,115286,0.167,7,0,0.529,0,0,0.267,6000,Group_C,0.9473,1,0.5146,Manual Review
APP-00358,EU,EU_North,35-44,Full-time,100062,0.517,10.4,1,0.353,0,0,0.195,14900,Group_A,0.864,1,0.4845,Manual Review
APP-00359,EU,EU_West,35-44,Unemployed,30539,0.326,10,2,0.461,0,0,0.427,3700,Group_A,0.4673,0,0.2433,Declined
APP-00360,EU,EU_West,25-34,Self-employed,76833,0.279,6.4,1,0.597,1,7.3,0.274,14200,Group_A,0.6012,1,0.2837,Declined
APP-00361,US,US_South,18-24,Full-time,40398,0.067,2.6,0,0.645,0,0,0.126,8800,Group_A,0.9339,1,0.5694,Manual Review
APP-00362,EU,EU_West,35-44,Full-time,195579,0.327,13,0,0.152,0,0,0.266,30000,Group_A,0.99,1,0.7576,Approved
APP-00363,US,US_East,45-54,Full-time,87940,0.023,17.3,0,0.382,1,8.9,0.121,4500,Group_A,0.99,1,0.5975,Approved
APP-00364,US,US_West,35-44,Full-time,86821,0.201,10.7,0,0.324,1,7.8,0.238,13000,Group_A,0.99,1,0.5716,Manual Review
APP-00365,EU,EU_North,25-34,Full-time,23055,0.248,6,0,0.227,1,5.9,0.392,4900,Group_B,0.833,0,0.5376,Manual Review
APP-00366,US,US_South,35-44,Self-employed,75474,0.206,11.9,1,0.184,1,8.8,0.612,7300,Group_A,0.9794,1,0.6447,Approved
APP-00367,EU,EU_North,18-24,Full-time,74334,0.293,1.6,0,0.256,1,0,0.309,11600,Group_A,0.8366,1,0.4525,Declined
APP-00368,EU,EU_South,35-44,Full-time,46787,0.485,8.5,1,0.352,1,10.9,0.609,6200,Group_B,0.8256,1,0.4487,Declined
APP-00369,US,US_Midwest,25-34,Full-time,53187,0.02,6.2,0,0.203,1,5.7,0.284,13200,Group_A,0.9474,0,0.5054,Manual Review
APP-00370,US,US_East,25-34,Part-time,55895,0.423,5.4,0,0.779,1,5.6,0.549,3400,Group_B,0.7884,0,0.4741,Declined
APP-00371,US,US_East,25-34,Self-employed,29358,0.473,3.5,0,0.389,1,3.4,0.501,4700,Group_B,0.7417,1,0.3648,Declined
APP-00372,US,US_West,25-34,Full-time,100588,0.139,3.4,0,0.268,1,4.7,0.233,17900,Group_B,0.9743,1,0.6052,Approved
APP-00373,US,US_West,18-24,Student,14631,0.414,4.6,1,0.653,0,0,0.609,1800,Group_B,0.3488,0,0.0792,Declined
APP-00374,EU,EU_South,25-34,Student,27218,0.247,8.6,1,0.23,0,0,0.34,6100,Group_A,0.8131,1,0.3995,Declined
APP-00375,US,US_Midwest,35-44,Full-time,45619,0.496,7.1,3,0.961,1,10,0.63,3000,Group_B,0.3862,1,0.1374,Declined
APP-00376,US,US_West,35-44,Full-time,106999,0.139,12.3,1,0.238,1,1.6,0.169,16200,Group_A,0.99,1,0.697,Approved
APP-00377,EU,EU_West,25-34,Part-time,141220,0.371,6.8,1,0.532,1,9.3,0.809,16800,Group_A,0.9496,1,0.5346,Manual Review
APP-00378,US,US_East,45-54,Part-time,71420,0.401,14.7,1,0.75,0,0,0.363,12200,Group_B,0.9296,1,0.4644,Declined
APP-00379,EU,EU_South,25-34,Unemployed,19776,0.449,6.8,2,0.515,0,0,0.373,4500,Group_A,0.3991,1,0.1676,Declined
APP-00380,US,US_West,35-44,Student,54828,0.499,11.4,3,0.226,0,0,0.464,11300,Group_B,0.2537,0,0.1916,Declined
APP-00381,US,US_Midwest,18-24,Self-employed,33854,0.363,1.1,1,0.36,1,3.2,0.421,7600,Group_B,0.7831,1,0.3598,Declined
APP-00382,EU,EU_West,18-24,Full-time,88383,0.307,1.4,0,0.53,1,2.5,0.62,16500,Group_C,0.9442,1,0.5022,Manual Review
